ngapak,indonesia,contributor,source_type,source_detail,notes
hogan,santai,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
holong,sayang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
hurip,hidup,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
huru-hara,kacau,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
husus,khusus,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
hutan,hutan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
huwis,sudah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
hyang,tuhan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ibing,menari,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ibrah,pelajaran,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
idang,hidangan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
idek/pidek,injak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ider,berkeliling,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ider-ider,berkeliling terus,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
idhak,mendekat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
idhuk,mengaduk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
idhup,hidup,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
iku,ini,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ilang,hilang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ilek,ikut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ileng-ileng,memperhatikan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ilok,bagus,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
impen,mimpi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
impit,menjepit,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
indhung,berlindung,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
indit,pergi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
indong,menggendong,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
induk,induk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ingah,tingkah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ingah-ingih,kekanak-kanakan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
inget,ingat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
inggil,tinggi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ingon,memelihara,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
inguh,ramai,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
inyong,saya,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ireng,hitam,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
irid,iris,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
irit,hemat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
isih,masih,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
isin,malu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
isis,santai,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
isuk,pagi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
iwak,ikan/daging,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jaba,luar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jagong,duduk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jajal,coba,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jajan,membeli makanan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jajar,berbaris,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jaka,pemuda,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jaluk,meminta,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jamak,banyak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jambak,menarik rambut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jambal,makan lauk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jancuk,kata kasar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jane,sebenarnya,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
janggel,berdiri,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jangka,perkiraan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jangkar,penahan kapal,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jangkep,lengkap,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jaran,kuda,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jare,katanya,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jarit,kain,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jarkoni,bisa mengajar tidak bisa melakukan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jatmika,sopan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jatuh,jatuh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jawa,jawa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jawil,colek,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jeblos,jatuh masuk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jeblug,meledak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jebol,rusak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jebul,ternyata,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jeder,bunyi keras,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jeglong,jatuh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jegur,menjatuhkan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jejeg,tegak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jejek,menginjak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jejel,penuh sesak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jejer,berderet,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jekek,kaku,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jembangan,bak air,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jembar,luas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jembatan,jembatan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
jempol,ibu jari,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
